,Provincias,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total
472,8,65 y más,Españoles,Mujeres,2020,609089.0
473,8,65 y más,Españoles,Mujeres,2019,601342.0
474,8,65 y más,Extranjeros,Hombres,2021,13434.0
475,8,65 y más,Extranjeros,Hombres,2020,13124.0
476,8,65 y más,Extranjeros,Hombres,2019,11467.0
477,8,65 y más,Extranjeros,Mujeres,2021,18292.0
478,8,65 y más,Extranjeros,Mujeres,2020,18381.0
479,8,65 y más,Extranjeros,Mujeres,2019,16059.0
480,8,65 y más,% Extranjeros,Hombres,2021,2.91
481,8,65 y más,% Extranjeros,Hombres,2020,2.85
482,8,65 y más,% Extranjeros,Hombres,2019,2.54
483,8,65 y más,% Extranjeros,Mujeres,2021,2.91
484,8,65 y más,% Extranjeros,Mujeres,2020,2.93
485,8,65 y más,% Extranjeros,Mujeres,2019,2.6
486,48,0-15 años,Españoles,Hombres,2021,73949.0
487,48,0-15 años,Españoles,Hombres,2020,75820.0
488,48,0-15 años,Españoles,Hombres,2019,76997.0
489,48,0-15 años,Españoles,Mujeres,2021,69988.0
490,48,0-15 años,Españoles,Mujeres,2020,71793.0
491,48,0-15 años,Españoles,Mujeres,2019,73069.0
492,48,0-15 años,Extranjeros,Hombres,2021,6874.0
493,48,0-15 años,Extranjeros,Hombres,2020,6671.0
494,48,0-15 años,Extranjeros,Hombres,2019,5979.0
495,48,0-15 años,Extranjeros,Mujeres,2021,6277.0
496,48,0-15 años,Extranjeros,Mujeres,2020,6109.0
497,48,0-15 años,Extranjeros,Mujeres,2019,5643.0
498,48,0-15 años,% Extranjeros,Hombres,2021,8.51
499,48,0-15 años,% Extranjeros,Hombres,2020,8.09
500,48,0-15 años,% Extranjeros,Hombres,2019,7.21
501,48,0-15 años,% Extranjeros,Mujeres,2021,8.23
502,48,0-15 años,% Extranjeros,Mujeres,2020,7.84
503,48,0-15 años,% Extranjeros,Mujeres,2019,7.17
504,48,16-64 años,Españoles,Hombres,2021,326914.0
505,48,16-64 años,Españoles,Hombres,2020,329974.0
506,48,16-64 años,Españoles,Hombres,2019,331539.0
507,48,16-64 años,Españoles,Mujeres,2021,327857.0
508,48,16-64 años,Españoles,Mujeres,2020,330830.0
509,48,16-64 años,Españoles,Mujeres,2019,332647.0
510,48,16-64 años,Extranjeros,Hombres,2021,36959.0
511,48,16-64 años,Extranjeros,Hombres,2020,35887.0
512,48,16-64 años,Extranjeros,Hombres,2019,31962.0
513,48,16-64 años,Extranjeros,Mujeres,2021,37062.0
514,48,16-64 años,Extranjeros,Mujeres,2020,36621.0
515,48,16-64 años,Extranjeros,Mujeres,2019,32635.0
516,48,16-64 años,% Extranjeros,Hombres,2021,10.16
517,48,16-64 años,% Extranjeros,Hombres,2020,9.81
518,48,16-64 años,% Extranjeros,Hombres,2019,8.79
519,48,16-64 años,% Extranjeros,Mujeres,2021,10.16
520,48,16-64 años,% Extranjeros,Mujeres,2020,9.97
521,48,16-64 años,% Extranjeros,Mujeres,2019,8.93
522,48,65 y más,Españoles,Hombres,2021,111756.0
523,48,65 y más,Españoles,Hombres,2020,110539.0
524,48,65 y más,Españoles,Hombres,2019,108966.0
525,48,65 y más,Españoles,Mujeres,2021,154263.0
526,48,65 y más,Españoles,Mujeres,2020,152936.0
527,48,65 y más,Españoles,Mujeres,2019,151255.0
528,48,65 y más,Extranjeros,Hombres,2021,964.0
529,48,65 y más,Extranjeros,Hombres,2020,907.0
530,48,65 y más,Extranjeros,Hombres,2019,769.0
531,48,65 y más,Extranjeros,Mujeres,2021,1471.0
532,48,65 y más,Extranjeros,Mujeres,2020,1356.0
533,48,65 y más,Extranjeros,Mujeres,2019,1190.0
534,48,65 y más,% Extranjeros,Hombres,2021,0.86
535,48,65 y más,% Extranjeros,Hombres,2020,0.81
536,48,65 y más,% Extranjeros,Hombres,2019,0.7
537,48,65 y más,% Extranjeros,Mujeres,2021,0.94
538,48,65 y más,% Extranjeros,Mujeres,2020,0.88
539,48,65 y más,% Extranjeros,Mujeres,2019,0.78
540,9,0-15 años,Españoles,Hombres,2021,22330.0
541,9,0-15 años,Españoles,Hombres,2020,22755.0
542,9,0-15 años,Españoles,Hombres,2019,22956.0
543,9,0-15 años,Españoles,Mujeres,2021,21016.0
544,9,0-15 años,Españoles,Mujeres,2020,21490.0
545,9,0-15 años,Españoles,Mujeres,2019,21713.0
546,9,0-15 años,Extranjeros,Hombres,2021,2379.0
547,9,0-15 años,Extranjeros,Hombres,2020,2408.0
548,9,0-15 años,Extranjeros,Hombres,2019,2206.0
549,9,0-15 años,Extranjeros,Mujeres,2021,2321.0
550,9,0-15 años,Extranjeros,Mujeres,2020,2320.0
551,9,0-15 años,Extranjeros,Mujeres,2019,2169.0
552,9,0-15 años,% Extranjeros,Hombres,2021,9.63
553,9,0-15 años,% Extranjeros,Hombres,2020,9.57
554,9,0-15 años,% Extranjeros,Hombres,2019,8.77
555,9,0-15 años,% Extranjeros,Mujeres,2021,9.95
556,9,0-15 años,% Extranjeros,Mujeres,2020,9.74
557,9,0-15 años,% Extranjeros,Mujeres,2019,9.08
558,9,16-64 años,Españoles,Hombres,2021,102439.0
559,9,16-64 años,Españoles,Hombres,2020,103064.0
560,9,16-64 años,Españoles,Hombres,2019,104176.0
561,9,16-64 años,Españoles,Mujeres,2021,96313.0
562,9,16-64 años,Españoles,Mujeres,2020,96836.0
563,9,16-64 años,Españoles,Mujeres,2019,97702.0
564,9,16-64 años,Extranjeros,Hombres,2021,11673.0
565,9,16-64 años,Extranjeros,Hombres,2020,11427.0
566,9,16-64 años,Extranjeros,Hombres,2019,10599.0
567,9,16-64 años,Extranjeros,Mujeres,2021,11521.0
568,9,16-64 años,Extranjeros,Mujeres,2020,11561.0
569,9,16-64 años,Extranjeros,Mujeres,2019,10725.0
570,9,16-64 años,% Extranjeros,Hombres,2021,10.23
571,9,16-64 años,% Extranjeros,Hombres,2020,9.98
572,9,16-64 años,% Extranjeros,Hombres,2019,9.23
573,9,16-64 años,% Extranjeros,Mujeres,2021,10.68
574,9,16-64 años,% Extranjeros,Mujeres,2020,10.67
575,9,16-64 años,% Extranjeros,Mujeres,2019,9.89
576,9,65 y más,Españoles,Hombres,2021,38651.0
577,9,65 y más,Españoles,Hombres,2020,38514.0
578,9,65 y más,Españoles,Hombres,2019,37935.0
579,9,65 y más,Españoles,Mujeres,2021,46428.0
580,9,65 y más,Españoles,Mujeres,2020,46365.0
581,9,65 y más,Españoles,Mujeres,2019,46006.0
582,9,65 y más,Extranjeros,Hombres,2021,448.0
583,9,65 y más,Extranjeros,Hombres,2020,410.0
584,9,65 y más,Extranjeros,Hombres,2019,358.0
585,9,65 y más,Extranjeros,Mujeres,2021,536.0
586,9,65 y más,Extranjeros,Mujeres,2020,500.0
587,9,65 y más,Extranjeros,Mujeres,2019,413.0
588,9,65 y más,% Extranjeros,Hombres,2021,1.15
589,9,65 y más,% Extranjeros,Hombres,2020,1.05
590,9,65 y más,% Extranjeros,Hombres,2019,0.93
591,9,65 y más,% Extranjeros,Mujeres,2021,1.14
592,9,65 y más,% Extranjeros,Mujeres,2020,1.07
593,9,65 y más,% Extranjeros,Mujeres,2019,0.89
594,10,0-15 años,Españoles,Hombres,2021,24590.0
595,10,0-15 años,Españoles,Hombres,2020,25044.0
596,10,0-15 años,Españoles,Hombres,2019,25562.0
597,10,0-15 años,Españoles,Mujeres,2021,23307.0
598,10,0-15 años,Españoles,Mujeres,2020,23815.0
599,10,0-15 años,Españoles,Mujeres,2019,24269.0
600,10,0-15 años,Extranjeros,Hombres,2021,1086.0
601,10,0-15 años,Extranjeros,Hombres,2020,1103.0
602,10,0-15 años,Extranjeros,Hombres,2019,1073.0
603,10,0-15 años,Extranjeros,Mujeres,2021,1049.0
604,10,0-15 años,Extranjeros,Mujeres,2020,1043.0
605,10,0-15 años,Extranjeros,Mujeres,2019,1024.0
606,10,0-15 años,% Extranjeros,Hombres,2021,4.23
607,10,0-15 años,% Extranjeros,Hombres,2020,4.22
608,10,0-15 años,% Extranjeros,Hombres,2019,4.03
609,10,0-15 años,% Extranjeros,Mujeres,2021,4.31
610,10,0-15 años,% Extranjeros,Mujeres,2020,4.2
611,10,0-15 años,% Extranjeros,Mujeres,2019,4.05
612,10,16-64 años,Españoles,Hombres,2021,121601.0
613,10,16-64 años,Españoles,Hombres,2020,122407.0
614,10,16-64 años,Españoles,Hombres,2019,123865.0
615,10,16-64 años,Españoles,Mujeres,2021,116016.0
616,10,16-64 años,Españoles,Mujeres,2020,116563.0
617,10,16-64 años,Españoles,Mujeres,2019,117620.0
618,10,16-64 años,Extranjeros,Hombres,2021,5202.0
619,10,16-64 años,Extranjeros,Hombres,2020,5280.0
620,10,16-64 años,Extranjeros,Hombres,2019,5182.0
621,10,16-64 años,Extranjeros,Mujeres,2021,5343.0
622,10,16-64 años,Extranjeros,Mujeres,2020,5341.0
623,10,16-64 años,Extranjeros,Mujeres,2019,5104.0
624,10,16-64 años,% Extranjeros,Hombres,2021,4.1
625,10,16-64 años,% Extranjeros,Hombres,2020,4.14
626,10,16-64 años,% Extranjeros,Hombres,2019,4.02
627,10,16-64 años,% Extranjeros,Mujeres,2021,4.4
628,10,16-64 años,% Extranjeros,Mujeres,2020,4.38
629,10,16-64 años,% Extranjeros,Mujeres,2019,4.16
630,10,65 y más,Españoles,Hombres,2021,39996.0
631,10,65 y más,Españoles,Hombres,2020,39810.0
632,10,65 y más,Españoles,Hombres,2019,39306.0
633,10,65 y más,Españoles,Mujeres,2021,50445.0
634,10,65 y más,Españoles,Mujeres,2020,50574.0
635,10,65 y más,Españoles,Mujeres,2019,50365.0
636,10,65 y más,Extranjeros,Hombres,2021,476.0
637,10,65 y más,Extranjeros,Hombres,2020,440.0
638,10,65 y más,Extranjeros,Hombres,2019,400.0
639,10,65 y más,Extranjeros,Mujeres,2021,447.0
640,10,65 y más,Extranjeros,Mujeres,2020,430.0
641,10,65 y más,Extranjeros,Mujeres,2019,381.0
642,10,65 y más,% Extranjeros,Hombres,2021,1.18
643,10,65 y más,% Extranjeros,Hombres,2020,1.09
644,10,65 y más,% Extranjeros,Hombres,2019,1.01
645,10,65 y más,% Extranjeros,Mujeres,2021,0.88
646,10,65 y más,% Extranjeros,Mujeres,2020,0.84
647,10,65 y más,% Extranjeros,Mujeres,2019,0.75
648,11,0-15 años,Españoles,Hombres,2021,101111.0
649,11,0-15 años,Españoles,Hombres,2020,103829.0
650,11,0-15 años,Españoles,Hombres,2019,105764.0
651,11,0-15 años,Españoles,Mujeres,2021,95484.0
652,11,0-15 años,Españoles,Mujeres,2020,97682.0
653,11,0-15 años,Españoles,Mujeres,2019,99605.0
654,11,0-15 años,Extranjeros,Hombres,2021,3512.0
655,11,0-15 años,Extranjeros,Hombres,2020,3636.0
656,11,0-15 años,Extranjeros,Hombres,2019,3400.0
657,11,0-15 años,Extranjeros,Mujeres,2021,3522.0
658,11,0-15 años,Extranjeros,Mujeres,2020,3580.0
659,11,0-15 años,Extranjeros,Mujeres,2019,3282.0
660,11,0-15 años,% Extranjeros,Hombres,2021,3.36
661,11,0-15 años,% Extranjeros,Hombres,2020,3.38
662,11,0-15 años,% Extranjeros,Hombres,2019,3.11
663,11,0-15 años,% Extranjeros,Mujeres,2021,3.56
664,11,0-15 años,% Extranjeros,Mujeres,2020,3.54
665,11,0-15 años,% Extranjeros,Mujeres,2019,3.19
666,11,16-64 años,Españoles,Hombres,2021,395620.0
667,11,16-64 años,Españoles,Hombres,2020,395194.0
668,11,16-64 años,Españoles,Hombres,2019,395813.0
669,11,16-64 años,Españoles,Mujeres,2021,393119.0
670,11,16-64 años,Españoles,Mujeres,2020,392676.0
671,11,16-64 años,Españoles,Mujeres,2019,393181.0
672,11,16-64 años,Extranjeros,Hombres,2021,19330.0
673,11,16-64 años,Extranjeros,Hombres,2020,18810.0
674,11,16-64 años,Extranjeros,Hombres,2019,17121.0
675,11,16-64 años,Extranjeros,Mujeres,2021,19772.0
676,11,16-64 años,Extranjeros,Mujeres,2020,19250.0
677,11,16-64 años,Extranjeros,Mujeres,2019,17692.0
678,11,16-64 años,% Extranjeros,Hombres,2021,4.66
679,11,16-64 años,% Extranjeros,Hombres,2020,4.54
680,11,16-64 años,% Extranjeros,Hombres,2019,4.15
681,11,16-64 años,% Extranjeros,Mujeres,2021,4.79
682,11,16-64 años,% Extranjeros,Mujeres,2020,4.67
683,11,16-64 años,% Extranjeros,Mujeres,2019,4.31
684,11,65 y más,Españoles,Hombres,2021,92185.0
685,11,65 y más,Españoles,Hombres,2020,89931.0
686,11,65 y más,Españoles,Hombres,2019,87717.0
687,11,65 y más,Españoles,Mujeres,2021,117832.0
688,11,65 y más,Españoles,Mujeres,2020,115267.0
689,11,65 y más,Españoles,Mujeres,2019,112750.0
690,11,65 y más,Extranjeros,Hombres,2021,2326.0
691,11,65 y más,Extranjeros,Hombres,2020,2161.0
692,11,65 y más,Extranjeros,Hombres,2019,1976.0
693,11,65 y más,Extranjeros,Mujeres,2021,2147.0
694,11,65 y más,Extranjeros,Mujeres,2020,2033.0
695,11,65 y más,Extranjeros,Mujeres,2019,1854.0
696,11,65 y más,% Extranjeros,Hombres,2021,2.46
697,11,65 y más,% Extranjeros,Hombres,2020,2.35
698,11,65 y más,% Extranjeros,Hombres,2019,2.2
699,11,65 y más,% Extranjeros,Mujeres,2021,1.79
700,11,65 y más,% Extranjeros,Mujeres,2020,1.73
701,11,65 y más,% Extranjeros,Mujeres,2019,1.62
702,39,0-15 años,Españoles,Hombres,2021,38393.0
703,39,0-15 años,Españoles,Hombres,2020,39084.0
704,39,0-15 años,Españoles,Hombres,2019,39805.0
705,39,0-15 años,Españoles,Mujeres,2021,36456.0
706,39,0-15 años,Españoles,Mujeres,2020,37283.0
707,39,0-15 años,Españoles,Mujeres,2019,38023.0
708,39,0-15 años,Extranjeros,Hombres,2021,2579.0
709,39,0-15 años,Extranjeros,Hombres,2020,2615.0
710,39,0-15 años,Extranjeros,Hombres,2019,2418.0
711,39,0-15 años,Extranjeros,Mujeres,2021,2538.0
712,39,0-15 años,Extranjeros,Mujeres,2020,2539.0
713,39,0-15 años,Extranjeros,Mujeres,2019,2304.0
714,39,0-15 años,% Extranjeros,Hombres,2021,6.29
715,39,0-15 años,% Extranjeros,Hombres,2020,6.27
716,39,0-15 años,% Extranjeros,Hombres,2019,5.73
717,39,0-15 años,% Extranjeros,Mujeres,2021,6.51
718,39,0-15 años,% Extranjeros,Mujeres,2020,6.38
719,39,0-15 años,% Extranjeros,Mujeres,2019,5.71
720,39,16-64 años,Españoles,Hombres,2021,171958.0
721,39,16-64 años,Españoles,Hombres,2020,171882.0
722,39,16-64 años,Españoles,Hombres,2019,172824.0
723,39,16-64 años,Españoles,Mujeres,2021,171348.0
724,39,16-64 años,Españoles,Mujeres,2020,171035.0
725,39,16-64 años,Españoles,Mujeres,2019,172213.0
726,39,16-64 años,Extranjeros,Hombres,2021,13909.0
727,39,16-64 años,Extranjeros,Hombres,2020,13819.0
728,39,16-64 años,Extranjeros,Hombres,2019,12722.0
729,39,16-64 años,Extranjeros,Mujeres,2021,15310.0
730,39,16-64 años,Extranjeros,Mujeres,2020,15223.0
731,39,16-64 años,Extranjeros,Mujeres,2019,13869.0
732,39,16-64 años,% Extranjeros,Hombres,2021,7.48
733,39,16-64 años,% Extranjeros,Hombres,2020,7.44
734,39,16-64 años,% Extranjeros,Hombres,2019,6.86
735,39,16-64 años,% Extranjeros,Mujeres,2021,8.2
736,39,16-64 años,% Extranjeros,Mujeres,2020,8.17
737,39,16-64 años,% Extranjeros,Mujeres,2019,7.45
738,39,65 y más,Españoles,Hombres,2021,55806.0
739,39,65 y más,Españoles,Hombres,2020,54491.0
740,39,65 y más,Españoles,Hombres,2019,53461.0
741,39,65 y más,Españoles,Mujeres,2021,74379.0
742,39,65 y más,Españoles,Mujeres,2020,73234.0
743,39,65 y más,Españoles,Mujeres,2019,71969.0
744,39,65 y más,Extranjeros,Hombres,2021,733.0
745,39,65 y más,Extranjeros,Hombres,2020,668.0
746,39,65 y más,Extranjeros,Hombres,2019,571.0
747,39,65 y más,Extranjeros,Mujeres,2021,1098.0
748,39,65 y más,Extranjeros,Mujeres,2020,1032.0
749,39,65 y más,Extranjeros,Mujeres,2019,899.0
750,39,65 y más,% Extranjeros,Hombres,2021,1.3
751,39,65 y más,% Extranjeros,Hombres,2020,1.21
752,39,65 y más,% Extranjeros,Hombres,2019,1.06
753,39,65 y más,% Extranjeros,Mujeres,2021,1.45
754,39,65 y más,% Extranjeros,Mujeres,2020,1.39
755,39,65 y más,% Extranjeros,Mujeres,2019,1.23
756,12,0-15 años,Españoles,Hombres,2021,38979.0
757,12,0-15 años,Españoles,Hombres,2020,39596.0
758,12,0-15 años,Españoles,Hombres,2019,40054.0
759,12,0-15 años,Españoles,Mujeres,2021,36743.0
760,12,0-15 años,Españoles,Mujeres,2020,37281.0
761,12,0-15 años,Españoles,Mujeres,2019,37751.0
762,12,0-15 años,Extranjeros,Hombres,2021,8049.0
763,12,0-15 años,Extranjeros,Hombres,2020,8213.0
764,12,0-15 años,Extranjeros,Hombres,2019,7958.0
765,12,0-15 años,Extranjeros,Mujeres,2021,7261.0
766,12,0-15 años,Extranjeros,Mujeres,2020,7416.0
767,12,0-15 años,Extranjeros,Mujeres,2019,7190.0
768,12,0-15 años,% Extranjeros,Hombres,2021,17.12
769,12,0-15 años,% Extranjeros,Hombres,2020,17.18
770,12,0-15 años,% Extranjeros,Hombres,2019,16.58
771,12,0-15 años,% Extranjeros,Mujeres,2021,16.5
772,12,0-15 años,% Extranjeros,Mujeres,2020,16.59
773,12,0-15 años,% Extranjeros,Mujeres,2019,16.0
774,12,16-64 años,Españoles,Hombres,2021,159523.0
775,12,16-64 años,Españoles,Hombres,2020,158997.0
776,12,16-64 años,Españoles,Hombres,2019,158876.0
777,12,16-64 años,Españoles,Mujeres,2021,153080.0
778,12,16-64 años,Españoles,Mujeres,2020,152661.0
779,12,16-64 años,Españoles,Mujeres,2019,152625.0
780,12,16-64 años,Extranjeros,Hombres,2021,33553.0
781,12,16-64 años,Extranjeros,Hombres,2020,33587.0
782,12,16-64 años,Extranjeros,Hombres,2019,31749.0
783,12,16-64 años,Extranjeros,Mujeres,2021,34620.0
784,12,16-64 años,Extranjeros,Mujeres,2020,34527.0
785,12,16-64 años,Extranjeros,Mujeres,2019,32546.0
786,12,16-64 años,% Extranjeros,Hombres,2021,17.38
787,12,16-64 años,% Extranjeros,Hombres,2020,17.44
788,12,16-64 años,% Extranjeros,Hombres,2019,16.66
789,12,16-64 años,% Extranjeros,Mujeres,2021,18.44
790,12,16-64 años,% Extranjeros,Mujeres,2020,18.45
791,12,16-64 años,% Extranjeros,Mujeres,2019,17.58
792,12,65 y más,Españoles,Hombres,2021,48716.0
793,12,65 y más,Españoles,Hombres,2020,48030.0
794,12,65 y más,Españoles,Hombres,2019,47314.0
795,12,65 y más,Españoles,Mujeres,2021,60878.0
796,12,65 y más,Españoles,Mujeres,2020,60033.0
797,12,65 y más,Españoles,Mujeres,2019,59231.0
798,12,65 y más,Extranjeros,Hombres,2021,2595.0
799,12,65 y más,Extranjeros,Hombres,2020,2376.0
800,12,65 y más,Extranjeros,Hombres,2019,2126.0
801,12,65 y más,Extranjeros,Mujeres,2021,3067.0
802,12,65 y más,Extranjeros,Mujeres,2020,2873.0
803,12,65 y más,Extranjeros,Mujeres,2019,2542.0
804,12,65 y más,% Extranjeros,Hombres,2021,5.06
805,12,65 y más,% Extranjeros,Hombres,2020,4.71
806,12,65 y más,% Extranjeros,Hombres,2019,4.3
807,12,65 y más,% Extranjeros,Mujeres,2021,4.8
808,12,65 y más,% Extranjeros,Mujeres,2020,4.57
809,12,65 y más,% Extranjeros,Mujeres,2019,4.12
810,13,0-15 años,Españoles,Hombres,2021,34558.0
811,13,0-15 años,Españoles,Hombres,2020,35290.0
812,13,0-15 años,Españoles,Hombres,2019,35791.0
813,13,0-15 años,Españoles,Mujeres,2021,32927.0
814,13,0-15 años,Españoles,Mujeres,2020,33501.0
815,13,0-15 años,Españoles,Mujeres,2019,34087.0
816,13,0-15 años,Extranjeros,Hombres,2021,2796.0
817,13,0-15 años,Extranjeros,Hombres,2020,2868.0
818,13,0-15 años,Extranjeros,Hombres,2019,2772.0
819,13,0-15 años,Extranjeros,Mujeres,2021,2641.0
820,13,0-15 años,Extranjeros,Mujeres,2020,2668.0
821,13,0-15 años,Extranjeros,Mujeres,2019,2608.0
822,13,0-15 años,% Extranjeros,Hombres,2021,7.49
823,13,0-15 años,% Extranjeros,Hombres,2020,7.52
824,13,0-15 años,% Extranjeros,Hombres,2019,7.19
825,13,0-15 años,% Extranjeros,Mujeres,2021,7.43
826,13,0-15 años,% Extranjeros,Mujeres,2020,7.38
827,13,0-15 años,% Extranjeros,Mujeres,2019,7.11
828,13,16-64 años,Españoles,Hombres,2021,150339.0
829,13,16-64 años,Españoles,Hombres,2020,150541.0
830,13,16-64 años,Españoles,Hombres,2019,151651.0
831,13,16-64 años,Españoles,Mujeres,2021,144496.0
832,13,16-64 años,Españoles,Mujeres,2020,144851.0
833,13,16-64 años,Españoles,Mujeres,2019,146008.0
834,13,16-64 años,Extranjeros,Hombres,2021,12755.0
835,13,16-64 años,Extranjeros,Hombres,2020,12612.0
836,13,16-64 años,Extranjeros,Hombres,2019,11486.0
837,13,16-64 años,Extranjeros,Mujeres,2021,12061.0
838,13,16-64 años,Extranjeros,Mujeres,2020,12018.0
839,13,16-64 años,Extranjeros,Mujeres,2019,11253.0
840,13,16-64 años,% Extranjeros,Hombres,2021,7.82
841,13,16-64 años,% Extranjeros,Hombres,2020,7.73
842,13,16-64 años,% Extranjeros,Hombres,2019,7.04
843,13,16-64 años,% Extranjeros,Mujeres,2021,7.7
844,13,16-64 años,% Extranjeros,Mujeres,2020,7.66
845,13,16-64 años,% Extranjeros,Mujeres,2019,7.16
846,13,65 y más,Españoles,Hombres,2021,42929.0
847,13,65 y más,Españoles,Hombres,2020,43184.0
848,13,65 y más,Españoles,Hombres,2019,42885.0
849,13,65 y más,Españoles,Mujeres,2021,56147.0
850,13,65 y más,Españoles,Mujeres,2020,56655.0
851,13,65 y más,Españoles,Mujeres,2019,56492.0
852,13,65 y más,Extranjeros,Hombres,2021,386.0
853,13,65 y más,Extranjeros,Hombres,2020,347.0
854,13,65 y más,Extranjeros,Hombres,2019,292.0
855,13,65 y más,Extranjeros,Mujeres,2021,556.0
856,13,65 y más,Extranjeros,Mujeres,2020,510.0
857,13,65 y más,Extranjeros,Mujeres,2019,436.0
858,13,65 y más,% Extranjeros,Hombres,2021,0.89
859,13,65 y más,% Extranjeros,Hombres,2020,0.8
860,13,65 y más,% Extranjeros,Hombres,2019,0.68
861,13,65 y más,% Extranjeros,Mujeres,2021,0.98
862,13,65 y más,% Extranjeros,Mujeres,2020,0.89
863,13,65 y más,% Extranjeros,Mujeres,2019,0.77
864,14,0-15 años,Españoles,Hombres,2021,59029.0
865,14,0-15 años,Españoles,Hombres,2020,60452.0
866,14,0-15 años,Españoles,Hombres,2019,61585.0
867,14,0-15 años,Españoles,Mujeres,2021,55624.0
868,14,0-15 años,Españoles,Mujeres,2020,56893.0
869,14,0-15 años,Españoles,Mujeres,2019,57948.0
870,14,0-15 años,Extranjeros,Hombres,2021,1721.0
871,14,0-15 años,Extranjeros,Hombres,2020,1826.0
872,14,0-15 años,Extranjeros,Hombres,2019,1668.0
873,14,0-15 años,Extranjeros,Mujeres,2021,1567.0
874,14,0-15 años,Extranjeros,Mujeres,2020,1697.0
875,14,0-15 años,Extranjeros,Mujeres,2019,1593.0
876,14,0-15 años,% Extranjeros,Hombres,2021,2.83
877,14,0-15 años,% Extranjeros,Hombres,2020,2.93
878,14,0-15 años,% Extranjeros,Hombres,2019,2.64
879,14,0-15 años,% Extranjeros,Mujeres,2021,2.74
880,14,0-15 años,% Extranjeros,Mujeres,2020,2.9
881,14,0-15 años,% Extranjeros,Mujeres,2019,2.68
882,14,16-64 años,Españoles,Hombres,2021,245710.0
883,14,16-64 años,Españoles,Hombres,2020,247127.0
884,14,16-64 años,Españoles,Hombres,2019,248376.0
885,14,16-64 años,Españoles,Mujeres,2021,241627.0
886,14,16-64 años,Españoles,Mujeres,2020,242985.0
887,14,16-64 años,Españoles,Mujeres,2019,244282.0
888,14,16-64 años,Extranjeros,Hombres,2021,8029.0
889,14,16-64 años,Extranjeros,Hombres,2020,8340.0
890,14,16-64 años,Extranjeros,Hombres,2019,8107.0
891,14,16-64 años,Extranjeros,Mujeres,2021,9492.0
892,14,16-64 años,Extranjeros,Mujeres,2020,9665.0
893,14,16-64 años,Extranjeros,Mujeres,2019,8876.0
894,14,16-64 años,% Extranjeros,Hombres,2021,3.16
895,14,16-64 años,% Extranjeros,Hombres,2020,3.26
896,14,16-64 años,% Extranjeros,Hombres,2019,3.16
897,14,16-64 años,% Extranjeros,Mujeres,2021,3.78
898,14,16-64 años,% Extranjeros,Mujeres,2020,3.83
899,14,16-64 años,% Extranjeros,Mujeres,2019,3.51
900,14,65 y más,Españoles,Hombres,2021,65501.0
901,14,65 y más,Españoles,Hombres,2020,64690.0
902,14,65 y más,Españoles,Hombres,2019,63664.0
903,14,65 y más,Españoles,Mujeres,2021,87453.0
904,14,65 y más,Españoles,Mujeres,2020,86792.0
905,14,65 y más,Españoles,Mujeres,2019,86021.0
906,14,65 y más,Extranjeros,Hombres,2021,483.0
907,14,65 y más,Extranjeros,Hombres,2020,451.0
908,14,65 y más,Extranjeros,Hombres,2019,390.0
909,14,65 y más,Extranjeros,Mujeres,2021,553.0
910,14,65 y más,Extranjeros,Mujeres,2020,533.0
911,14,65 y más,Extranjeros,Mujeres,2019,469.0
912,14,65 y más,% Extranjeros,Hombres,2021,0.73
913,14,65 y más,% Extranjeros,Hombres,2020,0.69
914,14,65 y más,% Extranjeros,Hombres,2019,0.61
915,14,65 y más,% Extranjeros,Mujeres,2021,0.63
916,14,65 y más,% Extranjeros,Mujeres,2020,0.61
917,14,65 y más,% Extranjeros,Mujeres,2019,0.54
918,15,0-15 años,Españoles,Hombres,2021,69937.0
919,15,0-15 años,Españoles,Hombres,2020,71188.0
920,15,0-15 años,Españoles,Hombres,2019,72128.0
921,15,0-15 años,Españoles,Mujeres,2021,65916.0
922,15,0-15 años,Españoles,Mujeres,2020,66983.0
923,15,0-15 años,Españoles,Mujeres,2019,67916.0
924,15,0-15 años,Extranjeros,Hombres,2021,2926.0
925,15,0-15 años,Extranjeros,Hombres,2020,2874.0
926,15,0-15 años,Extranjeros,Hombres,2019,2502.0
927,15,0-15 años,Extranjeros,Mujeres,2021,2738.0
928,15,0-15 años,Extranjeros,Mujeres,2020,2683.0
929,15,0-15 años,Extranjeros,Mujeres,2019,2349.0
930,15,0-15 años,% Extranjeros,Hombres,2021,4.02
931,15,0-15 años,% Extranjeros,Hombres,2020,3.88
932,15,0-15 años,% Extranjeros,Hombres,2019,3.35
933,15,0-15 años,% Extranjeros,Mujeres,2021,3.99
934,15,0-15 años,% Extranjeros,Mujeres,2020,3.85
935,15,0-15 años,% Extranjeros,Mujeres,2019,3.34
936,15,16-64 años,Españoles,Hombres,2021,327408.0
937,15,16-64 años,Españoles,Hombres,2020,328955.0
938,15,16-64 años,Españoles,Hombres,2019,330911.0
939,15,16-64 años,Españoles,Mujeres,2021,333264.0
940,15,16-64 años,Españoles,Mujeres,2020,335013.0
941,15,16-64 años,Españoles,Mujeres,2019,337395.0
942,15,16-64 años,Extranjeros,Hombres,2021,16739.0
943,15,16-64 años,Extranjeros,Hombres,2020,16426.0
944,15,16-64 años,Extranjeros,Hombres,2019,14500.0
945,15,16-64 años,Extranjeros,Mujeres,2021,18857.0
